Member_number,without pattern
1355,"['rolls/buns', 'soda', 'yogurt', 'tropical fruit', 'bottled water']"
1356,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1357,"['other vegetables', 'rolls/buns', 'soda', 'pastry', 'canned beer']"
1358,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'pastry']"
1359,"['other vegetables', 'soda', 'tropical fruit', 'spices', 'female sanitary products']"
1360,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
1361,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
1362,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
1363,"['whole milk', 'rolls/buns', 'shopping bags', 'bottled beer', 'pork']"
1364,"['other vegetables', 'soda', 'root vegetables', 'sausage', 'citrus fruit']"
1365,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'sausage']"
1366,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
1367,"['soda', 'bottled beer', 'beef', 'chocolate']"
1368,"['bottled beer', 'beef', 'cream cheese ', 'onions', 'herbs']"
1369,"['other vegetables', 'bottled water', 'sausage', 'whipped/sour cream', 'pork']"
1370,"['whole milk', 'yogurt', 'newspapers', 'frankfurter', 'pork']"
1371,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'citrus fruit']"
1372,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
1373,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
1374,"['whole milk', 'other vegetables', 'bottled water', 'pip fruit', 'bottled beer']"
1375,['other vegetables']
1376,"['soda', 'root vegetables', 'sausage', 'citrus fruit', 'pastry']"
1377,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
1378,"['whole milk', 'tropical fruit', 'bottled beer', 'curd', 'hamburger meat']"
1379,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
1380,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'pip fruit']"
1381,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
1382,"['root vegetables', 'citrus fruit', 'pip fruit', 'pork', 'fruit/vegetable juice']"
1383,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'pip fruit']"
1384,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1385,"['whole milk', 'rolls/buns', 'bottled water', 'whipped/sour cream', 'pork']"
1386,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'bottled water']"
1387,"['whole milk', 'rolls/buns', 'bottled water', 'citrus fruit', 'shopping bags']"
1388,"['soda', 'root vegetables', 'newspapers', 'ice cream', 'oil']"
1389,"['rolls/buns', 'soda', 'root vegetables', 'tropical fruit', 'sausage']"
1390,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1391,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
1392,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
1393,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'pastry']"
1394,"['whole milk', 'other vegetables', 'soda', 'bottled beer', 'cream cheese ']"
1395,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
1396,"['rolls/buns', 'tropical fruit', 'bottled water', 'citrus fruit', 'pip fruit']"
1397,"['other vegetables', 'rolls/buns', 'whipped/sour cream', 'pork', 'butter']"
1398,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'sausage']"
1399,"['other vegetables', 'yogurt', 'pastry', 'shopping bags', 'bottled beer']"
1400,['fruit/vegetable juice']
1401,"['rolls/buns', 'soda', 'sausage', 'napkins', 'semi-finished bread']"
1402,"['rolls/buns', 'bottled water', 'sliced cheese']"
1403,"['whole milk', 'other vegetables', 'yogurt', 'whipped/sour cream', 'frankfurter']"
1404,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
1405,"['whole milk', 'other vegetables', 'root vegetables', 'pip fruit', 'bottled beer']"
1406,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
1407,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
1408,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'bottled water']"
1409,"['root vegetables', 'tropical fruit', 'sausage', 'dessert', 'frozen fish']"
1410,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1411,"['other vegetables', 'citrus fruit', 'shopping bags', 'frankfurter', 'coffee']"
1412,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
1413,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
1414,['other vegetables']
1415,"['root vegetables', 'sausage', 'domestic eggs', 'cake bar', 'canned fruit']"
1416,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
1417,"['yogurt', 'root vegetables', 'tropical fruit', 'sausage', 'whipped/sour cream']"
1418,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1419,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1420,"['whole milk', 'other vegetables', 'bottled water', 'canned beer', 'newspapers']"
1421,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1422,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1423,"['rolls/buns', 'soda', 'root vegetables', 'bottled water', 'citrus fruit']"
1424,"['other vegetables', 'root vegetables', 'long life bakery product']"
1425,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'citrus fruit']"
1426,"['yogurt', 'root vegetables', 'pip fruit', 'bottled beer', 'beef']"
1427,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1428,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1429,"['yogurt', 'root vegetables', 'pip fruit', 'nut snack']"
1430,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1431,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'sausage']"
1432,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'pastry']"
1433,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'brown bread']"
1434,"['yogurt', 'citrus fruit', 'canned beer', 'frankfurter', 'domestic eggs']"
1435,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'citrus fruit']"
1436,"['soda', 'root vegetables', 'bottled beer', 'beverages', 'chocolate marshmallow']"
1437,"['other vegetables', 'rolls/buns', 'tropical fruit', 'pastry', 'whipped/sour cream']"
1438,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'sausage']"
1439,"['whole milk', 'bottled water', 'frankfurter']"
1440,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1442,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
1443,"['other vegetables', 'root vegetables', 'bottled water', 'sausage', 'bottled beer']"
1444,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
1445,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
1446,"['other vegetables', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
1447,"['other vegetables', 'tropical fruit', 'misc. beverages', 'candy', 'canned fish']"
1448,"['other vegetables', 'soda', 'bottled beer', 'frankfurter', 'domestic eggs']"
1449,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
1450,"['other vegetables', 'soda', 'root vegetables', 'bottled water', 'sausage']"
1451,"['tropical fruit', 'bottled water', 'domestic eggs', 'fruit/vegetable juice', 'sugar']"
1452,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
1453,"['other vegetables', 'soda', 'sausage', 'citrus fruit', 'pip fruit']"
1454,"['rolls/buns', 'soda', 'yogurt', 'tropical fruit', 'sausage']"
1455,"['whole milk', 'yogurt', 'root vegetables', 'canned beer', 'brown bread']"
1456,"['whole milk', 'other vegetables', 'root vegetables', 'bottled water', 'pastry']"
1457,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1458,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'sausage']"
1459,"['whole milk', 'rolls/buns', 'citrus fruit', 'white bread', 'misc. beverages']"
1460,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
1461,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'bottled water']"
1462,"['bottled water', 'whipped/sour cream', 'frankfurter', 'sugar', 'dish cleaner']"
1463,"['whole milk', 'other vegetables', 'root vegetables', 'sausage', 'coffee']"
1464,"['other vegetables', 'soda', 'yogurt', 'pastry', 'hamburger meat']"
1465,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1466,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1467,"['whole milk', 'tropical fruit', 'whipped/sour cream', 'beef', 'ham']"
1468,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
1469,"['other vegetables', 'yogurt', 'coffee', 'salty snack', 'pot plants']"
1470,['fruit/vegetable juice']
1471,"['whole milk', 'tropical fruit', 'bottled water', 'mustard']"
1472,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1473,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1474,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
1475,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'pastry']"
1476,"['tropical fruit', 'bottled water', 'newspapers', 'frozen vegetables', 'onions']"
1477,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
1478,"['other vegetables', 'yogurt', 'bottled water', 'pastry', 'shopping bags']"
1479,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1480,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1481,"['whole milk', 'yogurt', 'pip fruit', 'curd', 'long life bakery product']"
1482,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
1483,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1484,"['whole milk', 'other vegetables', 'pip fruit', 'bottled beer', 'canned beer']"
1485,"['other vegetables', 'soda', 'yogurt', 'pastry', 'hamburger meat']"
1486,"['whole milk', 'other vegetables', 'rolls/buns', 'pastry', 'pork']"
1487,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'pastry']"
1488,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
1489,"['whole milk', 'rolls/buns', 'root vegetables', 'tropical fruit', 'sausage']"
1490,"['whole milk', 'root vegetables', 'sausage', 'bottled beer', 'white wine']"
1491,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1492,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
1493,"['whole milk', 'yogurt', 'root vegetables', 'sausage', 'canned beer']"
1494,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1495,"['other vegetables', 'root vegetables', 'sausage', 'frankfurter', 'fruit/vegetable juice']"
1496,"['root vegetables', 'sausage', 'berries', 'beverages']"
1497,"['other vegetables', 'bottled water', 'sausage', 'pastry', 'domestic eggs']"
1498,"['rolls/buns', 'tropical fruit', 'canned beer', 'frozen vegetables', 'dessert']"
1499,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
1500,"['soda', 'yogurt', 'bottled beer', 'domestic eggs', 'hygiene articles']"
1501,"['whole milk', 'rolls/buns', 'yogurt', 'bottled water', 'sausage']"
1502,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
1503,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'pip fruit']"
1504,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1505,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'citrus fruit']"
1506,"['other vegetables', 'sausage', 'citrus fruit', 'pastry', 'fruit/vegetable juice']"
1507,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'citrus fruit']"
1508,"['rolls/buns', 'yogurt', 'root vegetables', 'sausage', 'pip fruit']"
1509,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
1510,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1511,"['other vegetables', 'rolls/buns', 'bottled water', 'citrus fruit', 'pastry']"
1512,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'sausage']"
1513,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'sausage']"
1514,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1515,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1516,"['rolls/buns', 'soda', 'yogurt', 'pastry', 'brown bread']"
1517,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'citrus fruit']"
1518,"['other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit', 'citrus fruit']"
1519,"['whole milk', 'other vegetables', 'tropical fruit', 'pastry', 'whipped/sour cream']"
1520,['other vegetables']
1521,"['whole milk', 'rolls/buns', 'soda', 'pastry', 'pip fruit']"
1522,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'sausage']"
1523,"['other vegetables', 'rolls/buns', 'bottled water', 'sausage', 'citrus fruit']"
1524,"['whole milk', 'root vegetables', 'tropical fruit', 'bottled water', 'sausage']"
1525,"['whole milk', 'other vegetables', 'tropical fruit', 'bottled beer', 'ham']"
1526,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled beer']"
1527,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1528,"['whole milk', 'rolls/buns', 'root vegetables', 'tropical fruit', 'sausage']"
1529,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'canned beer']"
1530,"['yogurt', 'pastry', 'frankfurter', 'fruit/vegetable juice', 'margarine']"
1531,"['soda', 'root vegetables', 'tropical fruit', 'sausage', 'meat']"
1532,"['whole milk', 'other vegetables', 'rolls/buns', 'citrus fruit', 'napkins']"
1533,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'pastry']"
1534,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
1535,"['whole milk', 'other vegetables', 'soda', 'sausage', 'pastry']"
1536,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
1537,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'pastry']"
1538,"['other vegetables', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
1539,"['whole milk', 'other vegetables', 'rolls/buns', 'pip fruit', 'canned beer']"
1540,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
1542,"['whole milk', 'soda', 'root vegetables', 'sausage', 'newspapers']"
1544,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
1545,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'sausage']"
1546,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
1547,"['whole milk', 'soda', 'bottled water', 'berries', 'beverages']"
1548,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'citrus fruit']"
1549,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
1550,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
1551,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1552,['rolls/buns']
1553,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1554,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1556,"['whole milk', 'bottled water', 'pip fruit', 'beef', 'curd']"
1557,"['yogurt', 'brown bread', 'chocolate', 'waffles', 'specialty chocolate']"
1558,"['domestic eggs', 'hamburger meat', 'long life bakery product', 'ice cream', 'herbs']"
1559,"['whole milk', 'soda', 'sausage', 'citrus fruit', 'pastry']"
1560,"['rolls/buns', 'yogurt', 'newspapers', 'white bread', 'dessert']"
1561,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'canned beer']"
1562,"['other vegetables', 'soda', 'whipped/sour cream', 'pork', 'beef']"
1563,"['yogurt', 'citrus fruit', 'pastry', 'frankfurter', 'fruit/vegetable juice']"
1564,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
1565,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1566,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1567,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1569,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'pastry']"
1570,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
1571,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
1572,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
1573,"['other vegetables', 'yogurt', 'tropical fruit', 'pastry', 'butter']"
1574,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1575,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
1577,"['soda', 'bottled beer', 'newspapers', 'pork', 'butter']"
1578,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'citrus fruit']"
1579,"['rolls/buns', 'root vegetables', 'canned beer', 'ice cream', 'specialty bar']"
1580,"['whole milk', 'other vegetables', 'tropical fruit', 'sausage', 'pip fruit']"
1581,"['bottled water', 'citrus fruit', 'bottled beer', 'whipped/sour cream', 'newspapers']"
1582,"['rolls/buns', 'yogurt', 'sausage', 'pip fruit', 'shopping bags']"
1583,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
1584,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
1585,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1586,"['rolls/buns', 'soda', 'bottled water', 'sausage', 'citrus fruit']"
1587,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'shopping bags']"
1588,"['whole milk', 'soda', 'root vegetables', 'bottled water', 'sausage']"
1589,"['whole milk', 'root vegetables', 'tropical fruit', 'bottled water', 'newspapers']"
1590,"['other vegetables', 'rolls/buns', 'citrus fruit', 'pip fruit', 'brown bread']"
1591,"['whole milk', 'other vegetables', 'rolls/buns', 'citrus fruit', 'pastry']"
1592,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'cat food']"
1593,"['whole milk', 'rolls/buns', 'root vegetables', 'canned beer', 'brown bread']"
1594,"['other vegetables', 'yogurt', 'bottled water', 'pastry', 'brown bread']"
1595,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
1596,"['other vegetables', 'rolls/buns', 'bottled water', 'pip fruit', 'fruit/vegetable juice']"
1597,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'pastry']"
1598,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
